Card on the Table: ; Cards in Hand: ; Possible Move: ; Applicable rule: 
Yellow Reverse ; Green 3, Yellow 8, Yellow 7, Green Reverse, Red 5, Yellow 8, Green 1 ;Yellow 7;it is the same color as the tabled card
Yellow Reverse ; Green 3, Yellow 8, Yellow 7, Green Reverse, Red 5, Yellow 8, Green 1 ;Green Reverse;it is the same type as the tabled card
Yellow Reverse ; Green 3, Yellow 8, Yellow 7, Green Reverse, Red 5, Yellow 8, Green 1 ;Yellow 8;it is the same color as the tabled card
Yellow 9 ; Yellow Skip, Red 3, Blue 9, Yellow 3, Red 2, Red Reverse, Green 6 ;Yellow Skip;it is the same color as the tabled card
Yellow 9 ; Yellow Skip, Red 3, Blue 9, Yellow 3, Red 2, Red Reverse, Green 6 ;Blue 9;it is the same type as the tabled card
Yellow 9 ; Yellow Skip, Red 3, Blue 9, Yellow 3, Red 2, Red Reverse, Green 6 ;Yellow 3;it is the same color as the tabled card
Green 2 ; Yellow 8, Green 7, Green Skip, Red 9, Blue 6, Green 3, Yellow 1 ;Green 7;it is the same color as the tabled card
Green 2 ; Yellow 8, Green 7, Green Skip, Red 9, Blue 6, Green 3, Yellow 1 ;Green Skip;it is the same color as the tabled card
Green 2 ; Yellow 8, Green 7, Green Skip, Red 9, Blue 6, Green 3, Yellow 1 ;Green 3;it is the same color as the tabled card
Blue Reverse ; Yellow 1, Green 1, Yellow 0, Red 4, Blue 4, Red Draw 2, Yellow 8 ;Blue 4;it is the same color as the tabled card
Blue 2 ; Blue 9, Yellow 8, Yellow Draw 2, Green Skip, Red 9, Green 2, Blue 9 ;Blue 9;it is the same color as the tabled card
Blue 2 ; Blue 9, Yellow 8, Yellow Draw 2, Green Skip, Red 9, Green 2, Blue 9 ;Green 2;it is the same type as the tabled card
Blue 2 ; Blue 9, Yellow 8, Yellow Draw 2, Green Skip, Red 9, Green 2, Blue 9 ;Blue 9;it is the same color as the tabled card
Red 1 ; Green 6, Blue 2, Red 3, Blue 2, Green 5, Yellow Reverse, Green 5 ;Red 3;it is the same color as the tabled card
Yellow 4 ; Blue 3, Blue 5, Green Draw 2, Blue 2, Wild Normal, Blue Draw 2, Red 4 ;Wild Normal;Wild cards can be played on any colour
Yellow 4 ; Blue 3, Blue 5, Green Draw 2, Blue 2, Wild Normal, Blue Draw 2, Red 4 ;Red 4;it is the same type as the tabled card
Red Skip ; Red 3, Blue Draw 2, Green 2, Blue 3, Green 7, Red 5, Blue 4 ;Red 3;it is the same color as the tabled card
Red Skip ; Red 3, Blue Draw 2, Green 2, Blue 3, Green 7, Red 5, Blue 4 ;Red 5;it is the same color as the tabled card
Green 1 ; Red 4, Green 8, Blue 8, Yellow 3, Blue Reverse, Blue 8, Yellow 4 ;Green 8;it is the same color as the tabled card
Blue Skip ; Red 2, Blue 6, Red Draw 2, Yellow 1, Blue 7, Red 9, Blue 4 ;Blue 6;it is the same color as the tabled card
Blue Skip ; Red 2, Blue 6, Red Draw 2, Yellow 1, Blue 7, Red 9, Blue 4 ;Blue 7;it is the same color as the tabled card
Blue Skip ; Red 2, Blue 6, Red Draw 2, Yellow 1, Blue 7, Red 9, Blue 4 ;Blue 4;it is the same color as the tabled card
Green 8 ; Blue 5, Green 4, Green Reverse, Yellow 6, Yellow 7, Blue 2, Blue 5 ;Green 4;it is the same color as the tabled card
Green 8 ; Blue 5, Green 4, Green Reverse, Yellow 6, Yellow 7, Blue 2, Blue 5 ;Green Reverse;it is the same color as the tabled card
Yellow 3 ; Green 3, Yellow 6, Blue 0, Blue 8, Blue 4, Blue 4, Green 2 ;Green 3;it is the same type as the tabled card
Yellow 3 ; Green 3, Yellow 6, Blue 0, Blue 8, Blue 4, Blue 4, Green 2 ;Yellow 6;it is the same color as the tabled card
Blue 0 ; Blue 3, Green 4, Red Reverse, Yellow 7, Green 2, Blue 2, Wild Normal ;Blue 3;it is the same color as the tabled card
Blue 0 ; Blue 3, Green 4, Red Reverse, Yellow 7, Green 2, Blue 2, Wild Normal ;Blue 2;it is the same color as the tabled card
Blue 0 ; Blue 3, Green 4, Red Reverse, Yellow 7, Green 2, Blue 2, Wild Normal ;Wild Normal;Wild cards can be played on any colour
Blue Reverse ; Blue Skip, Red Draw 2, Wild Normal, Red Skip, Blue 2, Yellow Reverse, Yellow 2 ;Blue Skip;it is the same color as the tabled card
Blue Reverse ; Blue Skip, Red Draw 2, Wild Normal, Red Skip, Blue 2, Yellow Reverse, Yellow 2 ;Wild Normal;Wild cards can be played on any colour
Blue Reverse ; Blue Skip, Red Draw 2, Wild Normal, Red Skip, Blue 2, Yellow Reverse, Yellow 2 ;Blue 2;it is the same color as the tabled card
Blue Reverse ; Blue Skip, Red Draw 2, Wild Normal, Red Skip, Blue 2, Yellow Reverse, Yellow 2 ;Yellow Reverse;it is the same type as the tabled card
Yellow 4 ; Red Reverse, Blue 2, Green 8, Yellow 8, Blue 1, Blue 0, Green 0 ;Yellow 8;it is the same color as the tabled card
Green 0 ; Green Draw 2, Red 3, Blue 1, Blue 9, Red 4, Green 2, Green 3 ;Green Draw 2;it is the same color as the tabled card
Green 0 ; Green Draw 2, Red 3, Blue 1, Blue 9, Red 4, Green 2, Green 3 ;Green 2;it is the same color as the tabled card
Green 0 ; Green Draw 2, Red 3, Blue 1, Blue 9, Red 4, Green 2, Green 3 ;Green 3;it is the same color as the tabled card
Blue 7 ; Blue 3, Green 5, Blue 4, Blue 0, Yellow 2, Yellow 3, Yellow 5 ;Blue 3;it is the same color as the tabled card
Blue 7 ; Blue 3, Green 5, Blue 4, Blue 0, Yellow 2, Yellow 3, Yellow 5 ;Blue 4;it is the same color as the tabled card
Blue 7 ; Blue 3, Green 5, Blue 4, Blue 0, Yellow 2, Yellow 3, Yellow 5 ;Blue 0;it is the same color as the tabled card
Red Reverse ; Red 0, Green Reverse, Red 3, Red 9, Yellow 5, Green 6, Blue 3 ;Red 0;it is the same color as the tabled card
Red Reverse ; Red 0, Green Reverse, Red 3, Red 9, Yellow 5, Green 6, Blue 3 ;Green Reverse;it is the same type as the tabled card
Red Reverse ; Red 0, Green Reverse, Red 3, Red 9, Yellow 5, Green 6, Blue 3 ;Red 3;it is the same color as the tabled card
Red Reverse ; Red 0, Green Reverse, Red 3, Red 9, Yellow 5, Green 6, Blue 3 ;Red 9;it is the same color as the tabled card
Yellow 4 ; Green 5, Yellow 9, Green 3, Yellow Draw 2, Yellow Skip, Blue 0, Blue 0 ;Yellow 9;it is the same color as the tabled card
Yellow 4 ; Green 5, Yellow 9, Green 3, Yellow Draw 2, Yellow Skip, Blue 0, Blue 0 ;Yellow Draw 2;it is the same color as the tabled card
Yellow 4 ; Green 5, Yellow 9, Green 3, Yellow Draw 2, Yellow Skip, Blue 0, Blue 0 ;Yellow Skip;it is the same color as the tabled card
Blue 3 ; Red 8, Green Skip, Green 3, Blue 5, Red 8, Yellow 3, Red 1 ;Green 3;it is the same type as the tabled card
Blue 3 ; Red 8, Green Skip, Green 3, Blue 5, Red 8, Yellow 3, Red 1 ;Blue 5;it is the same color as the tabled card
Blue 3 ; Red 8, Green Skip, Green 3, Blue 5, Red 8, Yellow 3, Red 1 ;Yellow 3;it is the same type as the tabled card
Red 9 ; Blue Reverse, Green 2, Red 4, Blue 9, Blue 6, Red Draw 2, Yellow 5 ;Red 4;it is the same color as the tabled card
Red 9 ; Blue Reverse, Green 2, Red 4, Blue 9, Blue 6, Red Draw 2, Yellow 5 ;Blue 9;it is the same type as the tabled card
Red 9 ; Blue Reverse, Green 2, Red 4, Blue 9, Blue 6, Red Draw 2, Yellow 5 ;Red Draw 2;it is the same color as the tabled card
Blue 4 ; Blue 1, Yellow 2, Green 1, Blue 8, Blue 1, Yellow Draw 2, Red 4 ;Blue 1;it is the same color as the tabled card
Blue 4 ; Blue 1, Yellow 2, Green 1, Blue 8, Blue 1, Yellow Draw 2, Red 4 ;Blue 8;it is the same color as the tabled card
Blue 4 ; Blue 1, Yellow 2, Green 1, Blue 8, Blue 1, Yellow Draw 2, Red 4 ;Blue 1;it is the same color as the tabled card
Blue 4 ; Blue 1, Yellow 2, Green 1, Blue 8, Blue 1, Yellow Draw 2, Red 4 ;Red 4;it is the same type as the tabled card
Blue 3 ; Red 5, Red 3, Green 2, Yellow 5, Red 1, Red 1, Green 2 ;Red 3;it is the same type as the tabled card
Yellow 7 ; Yellow 2, Red Reverse, Blue 1, Yellow 8, Wild Normal, Wild Normal, Blue 4 ;Yellow 2;it is the same color as the tabled card
Yellow 7 ; Yellow 2, Red Reverse, Blue 1, Yellow 8, Wild Normal, Wild Normal, Blue 4 ;Yellow 8;it is the same color as the tabled card
Yellow 7 ; Yellow 2, Red Reverse, Blue 1, Yellow 8, Wild Normal, Wild Normal, Blue 4 ;Wild Normal;Wild cards can be played on any colour
Yellow 7 ; Yellow 2, Red Reverse, Blue 1, Yellow 8, Wild Normal, Wild Normal, Blue 4 ;Wild Normal;Wild cards can be played on any colour
Yellow Skip ; Green Reverse, Yellow 3, Red 4, Blue Skip, Red 5, Red 6, Yellow 9 ;Yellow 3;it is the same color as the tabled card
Yellow Skip ; Green Reverse, Yellow 3, Red 4, Blue Skip, Red 5, Red 6, Yellow 9 ;Blue Skip;it is the same type as the tabled card
Yellow Skip ; Green Reverse, Yellow 3, Red 4, Blue Skip, Red 5, Red 6, Yellow 9 ;Yellow 9;it is the same color as the tabled card
Green 2 ; Red 3, Yellow 8, Yellow 6, Red 5, Red Reverse, Red 3, Blue 2 ;Blue 2;it is the same type as the tabled card
Blue 8 ; Red Reverse, Blue 6, Red 9, Red 2, Green Reverse, Red Skip, Yellow 0 ;Blue 6;it is the same color as the tabled card
Red 3 ; Blue 7, Green Draw 2, Yellow 5, Red 8, Green 3, Red 8, Yellow 8 ;Red 8;it is the same color as the tabled card
Red 3 ; Blue 7, Green Draw 2, Yellow 5, Red 8, Green 3, Red 8, Yellow 8 ;Green 3;it is the same type as the tabled card
Red 3 ; Blue 7, Green Draw 2, Yellow 5, Red 8, Green 3, Red 8, Yellow 8 ;Red 8;it is the same color as the tabled card
Wild Draw 4 ; Red Skip, Red Reverse, Green 6, Red 3, Yellow Reverse, Yellow 4, Green 0 ;Pick up 4 cards;You have to pick up 4 cards when a Wild Draw 4 is played
Blue 9 ; Green 8, Red Draw 2, Yellow 6, Yellow Reverse, Red Reverse, Green 2, Wild Normal ;Wild Normal;Wild cards can be played on any colour
Red 8 ; Blue Reverse, Red 2, Yellow Skip, Red 2, Red 5, Green 3, Yellow 6 ;Red 2;it is the same color as the tabled card
Red 8 ; Blue Reverse, Red 2, Yellow Skip, Red 2, Red 5, Green 3, Yellow 6 ;Red 2;it is the same color as the tabled card
Red 8 ; Blue Reverse, Red 2, Yellow Skip, Red 2, Red 5, Green 3, Yellow 6 ;Red 5;it is the same color as the tabled card
Blue 2 ; Blue 4, Yellow 1, Blue Reverse, Red 4, Yellow 3, Wild Normal, Yellow 6 ;Blue 4;it is the same color as the tabled card
Blue 2 ; Blue 4, Yellow 1, Blue Reverse, Red 4, Yellow 3, Wild Normal, Yellow 6 ;Blue Reverse;it is the same color as the tabled card
Blue 2 ; Blue 4, Yellow 1, Blue Reverse, Red 4, Yellow 3, Wild Normal, Yellow 6 ;Wild Normal;Wild cards can be played on any colour
Green 3 ; Wild Normal, Blue 9, Green 4, Blue Draw 2, Red 7, Yellow Reverse, Yellow 1 ;Wild Normal;Wild cards can be played on any colour
Green 3 ; Wild Normal, Blue 9, Green 4, Blue Draw 2, Red 7, Yellow Reverse, Yellow 1 ;Green 4;it is the same color as the tabled card
Green 3 ; Red 8, Yellow Skip, Blue 1, Wild Draw 4, Red 9, Red 8, Green 9 ;Wild Draw 4;Wild cards can be played on any colour
Green 3 ; Red 8, Yellow Skip, Blue 1, Wild Draw 4, Red 9, Red 8, Green 9 ;Green 9;it is the same color as the tabled card
Blue 6 ; Green 1, Green Draw 2, Blue 9, Yellow 2, Green 6, Green Skip, Green 1 ;Blue 9;it is the same color as the tabled card
Blue 6 ; Green 1, Green Draw 2, Blue 9, Yellow 2, Green 6, Green Skip, Green 1 ;Green 6;it is the same type as the tabled card
Green Reverse ; Yellow Skip, Blue 5, Green 5, Red 5, Green Reverse, Blue 8, Green Draw 2 ;Green 5;it is the same color as the tabled card
Green Reverse ; Yellow Skip, Blue 5, Green 5, Red 5, Green Reverse, Blue 8, Green Draw 2 ;Green Reverse;it is the same color as the tabled card
Green Reverse ; Yellow Skip, Blue 5, Green 5, Red 5, Green Reverse, Blue 8, Green Draw 2 ;Green Draw 2;it is the same color as the tabled card
Green 4 ; Green Reverse, Blue 8, Yellow 4, Yellow 1, Red 4, Red 4, Green 2 ;Green Reverse;it is the same color as the tabled card
Green 4 ; Green Reverse, Blue 8, Yellow 4, Yellow 1, Red 4, Red 4, Green 2 ;Yellow 4;it is the same type as the tabled card
Green 4 ; Green Reverse, Blue 8, Yellow 4, Yellow 1, Red 4, Red 4, Green 2 ;Red 4;it is the same type as the tabled card
Green 4 ; Green Reverse, Blue 8, Yellow 4, Yellow 1, Red 4, Red 4, Green 2 ;Red 4;it is the same type as the tabled card
Green 4 ; Green Reverse, Blue 8, Yellow 4, Yellow 1, Red 4, Red 4, Green 2 ;Green 2;it is the same color as the tabled card
Green Skip ; Green 5, Green 2, Green 1, Green 7, Red 7, Yellow 8, Blue 8 ;Green 5;it is the same color as the tabled card
Green Skip ; Green 5, Green 2, Green 1, Green 7, Red 7, Yellow 8, Blue 8 ;Green 2;it is the same color as the tabled card
Green Skip ; Green 5, Green 2, Green 1, Green 7, Red 7, Yellow 8, Blue 8 ;Green 1;it is the same color as the tabled card
Green Skip ; Green 5, Green 2, Green 1, Green 7, Red 7, Yellow 8, Blue 8 ;Green 7;it is the same color as the tabled card
Red Draw 2 ; Blue 7, Blue 1, Red 9, Blue 5, Blue 1, Yellow 9, Yellow 0 ;Pick up 2 cards;You must pick up 2 cards when a Draw 2 is played
Wild Draw 4 ; Red 3, Wild Draw 4, Red 3, Yellow 6, Green 9, Green 4, Green 8 ;Pick up 4 cards;You have to pick up 4 cards when a Wild Draw 4 is played
Yellow 4 ; Blue Reverse, Yellow Skip, Yellow 7, Red 0, Red 1, Yellow 6, Red 9 ;Yellow Skip;it is the same color as the tabled card
Yellow 4 ; Blue Reverse, Yellow Skip, Yellow 7, Red 0, Red 1, Yellow 6, Red 9 ;Yellow 7;it is the same color as the tabled card
Yellow 4 ; Blue Reverse, Yellow Skip, Yellow 7, Red 0, Red 1, Yellow 6, Red 9 ;Yellow 6;it is the same color as the tabled card
Blue 3 ; Red 9, Red 6, Red 0, Red 9, Blue 4, Red 8, Blue 7 ;Blue 4;it is the same color as the tabled card
Blue 3 ; Red 9, Red 6, Red 0, Red 9, Blue 4, Red 8, Blue 7 ;Blue 7;it is the same color as the tabled card
Blue Reverse ; Blue 3, Blue Reverse, Blue 8, Yellow 5, Green 7, Yellow 2, Green Skip ;Blue 3;it is the same color as the tabled card
Blue Reverse ; Blue 3, Blue Reverse, Blue 8, Yellow 5, Green 7, Yellow 2, Green Skip ;Blue Reverse;it is the same color as the tabled card
Blue Reverse ; Blue 3, Blue Reverse, Blue 8, Yellow 5, Green 7, Yellow 2, Green Skip ;Blue 8;it is the same color as the tabled card
Green 3 ; Blue 8, Blue Reverse, Red Draw 2, Blue 9, Red 1, Yellow 5, Green 2 ;Green 2;it is the same color as the tabled card
Blue 4 ; Blue 2, Yellow 3, Wild Normal, Red Skip, Wild Normal, Blue 2, Green 5 ;Blue 2;it is the same color as the tabled card
Blue 4 ; Blue 2, Yellow 3, Wild Normal, Red Skip, Wild Normal, Blue 2, Green 5 ;Wild Normal;Wild cards can be played on any colour
Blue 4 ; Blue 2, Yellow 3, Wild Normal, Red Skip, Wild Normal, Blue 2, Green 5 ;Wild Normal;Wild cards can be played on any colour
Blue 4 ; Blue 2, Yellow 3, Wild Normal, Red Skip, Wild Normal, Blue 2, Green 5 ;Blue 2;it is the same color as the tabled card
Yellow 1 ; Green Skip, Yellow 3, Blue 6, Yellow 4, Green 3, Yellow 4, Wild Draw 4 ;Yellow 3;it is the same color as the tabled card
Yellow 1 ; Green Skip, Yellow 3, Blue 6, Yellow 4, Green 3, Yellow 4, Wild Draw 4 ;Yellow 4;it is the same color as the tabled card
Yellow 1 ; Green Skip, Yellow 3, Blue 6, Yellow 4, Green 3, Yellow 4, Wild Draw 4 ;Yellow 4;it is the same color as the tabled card
Yellow 1 ; Green Skip, Yellow 3, Blue 6, Yellow 4, Green 3, Yellow 4, Wild Draw 4 ;Wild Draw 4;Wild cards can be played on any colour
Yellow 0 ; Yellow 6, Blue 9, Red 9, Blue 7, Blue Reverse, Red 8, Blue Draw 2 ;Yellow 6;it is the same color as the tabled card
Blue Reverse ; Blue 1, Wild Normal, Yellow Skip, Blue 8, Blue 8, Green 4, Blue Skip ;Blue 1;it is the same color as the tabled card
Blue Reverse ; Blue 1, Wild Normal, Yellow Skip, Blue 8, Blue 8, Green 4, Blue Skip ;Wild Normal;Wild cards can be played on any colour
Blue Reverse ; Blue 1, Wild Normal, Yellow Skip, Blue 8, Blue 8, Green 4, Blue Skip ;Blue 8;it is the same color as the tabled card
Blue Reverse ; Blue 1, Wild Normal, Yellow Skip, Blue 8, Blue 8, Green 4, Blue Skip ;Blue 8;it is the same color as the tabled card
Blue Reverse ; Blue 1, Wild Normal, Yellow Skip, Blue 8, Blue 8, Green 4, Blue Skip ;Blue Skip;it is the same color as the tabled card
Wild Normal ; Green 4, Green 8, Green 4, Yellow 6, Blue 3, Blue 1, Blue 3 ;Green 4;Any card can be played on a Wild Normal
Wild Normal ; Green 4, Green 8, Green 4, Yellow 6, Blue 3, Blue 1, Blue 3 ;Green 8;Any card can be played on a Wild Normal
Wild Normal ; Green 4, Green 8, Green 4, Yellow 6, Blue 3, Blue 1, Blue 3 ;Green 4;Any card can be played on a Wild Normal
Wild Normal ; Green 4, Green 8, Green 4, Yellow 6, Blue 3, Blue 1, Blue 3 ;Yellow 6;Any card can be played on a Wild Normal
Wild Normal ; Green 4, Green 8, Green 4, Yellow 6, Blue 3, Blue 1, Blue 3 ;Blue 3;Any card can be played on a Wild Normal
Wild Normal ; Green 4, Green 8, Green 4, Yellow 6, Blue 3, Blue 1, Blue 3 ;Blue 1;Any card can be played on a Wild Normal
Wild Normal ; Green 4, Green 8, Green 4, Yellow 6, Blue 3, Blue 1, Blue 3 ;Blue 3;Any card can be played on a Wild Normal
Blue 3 ; Red 5, Yellow Skip, Blue Draw 2, Green Draw 2, Green 5, Blue 6, Red 8 ;Blue Draw 2;it is the same color as the tabled card
Blue 3 ; Red 5, Yellow Skip, Blue Draw 2, Green Draw 2, Green 5, Blue 6, Red 8 ;Blue 6;it is the same color as the tabled card
Red 1 ; Red Draw 2, Red 8, Blue 4, Yellow 4, Red 3, Green 1, Red Reverse ;Red Draw 2;it is the same color as the tabled card
Red 1 ; Red Draw 2, Red 8, Blue 4, Yellow 4, Red 3, Green 1, Red Reverse ;Red 8;it is the same color as the tabled card
Red 1 ; Red Draw 2, Red 8, Blue 4, Yellow 4, Red 3, Green 1, Red Reverse ;Red 3;it is the same color as the tabled card
Red 1 ; Red Draw 2, Red 8, Blue 4, Yellow 4, Red 3, Green 1, Red Reverse ;Green 1;it is the same type as the tabled card
Red 1 ; Red Draw 2, Red 8, Blue 4, Yellow 4, Red 3, Green 1, Red Reverse ;Red Reverse;it is the same color as the tabled card
Red 5 ; Yellow 1, Red 2, Yellow Skip, Red 5, Yellow Skip, Blue 9, Blue Skip ;Red 2;it is the same color as the tabled card
Red 5 ; Yellow 1, Red 2, Yellow Skip, Red 5, Yellow Skip, Blue 9, Blue Skip ;Red 5;it is the same color as the tabled card
Blue 3 ; Green 1, Red 2, Wild Draw 4, Red 3, Red 3, Red 8, Blue 0 ;Wild Draw 4;Wild cards can be played on any colour
Blue 3 ; Green 1, Red 2, Wild Draw 4, Red 3, Red 3, Red 8, Blue 0 ;Red 3;it is the same type as the tabled card
Blue 3 ; Green 1, Red 2, Wild Draw 4, Red 3, Red 3, Red 8, Blue 0 ;Red 3;it is the same type as the tabled card
Blue 3 ; Green 1, Red 2, Wild Draw 4, Red 3, Red 3, Red 8, Blue 0 ;Blue 0;it is the same color as the tabled card
Red 4 ; Red 7, Red 3, Green Skip, Blue Reverse, Red Skip, Green Reverse, Blue 4 ;Red 7;it is the same color as the tabled card
Red 4 ; Red 7, Red 3, Green Skip, Blue Reverse, Red Skip, Green Reverse, Blue 4 ;Red 3;it is the same color as the tabled card
Red 4 ; Red 7, Red 3, Green Skip, Blue Reverse, Red Skip, Green Reverse, Blue 4 ;Red Skip;it is the same color as the tabled card
Red 4 ; Red 7, Red 3, Green Skip, Blue Reverse, Red Skip, Green Reverse, Blue 4 ;Blue 4;it is the same type as the tabled card
Green 9 ; Blue 7, Green 3, Green 6, Red 7, Green 3, Green 8, Wild Normal ;Green 3;it is the same color as the tabled card
Green 9 ; Blue 7, Green 3, Green 6, Red 7, Green 3, Green 8, Wild Normal ;Green 6;it is the same color as the tabled card
Green 9 ; Blue 7, Green 3, Green 6, Red 7, Green 3, Green 8, Wild Normal ;Green 3;it is the same color as the tabled card
Green 9 ; Blue 7, Green 3, Green 6, Red 7, Green 3, Green 8, Wild Normal ;Green 8;it is the same color as the tabled card
Green 9 ; Blue 7, Green 3, Green 6, Red 7, Green 3, Green 8, Wild Normal ;Wild Normal;Wild cards can be played on any colour
Green 2 ; Blue 6, Green 2, Green Reverse, Blue 0, Wild Draw 4, Wild Normal, Green 2 ;Green 2;it is the same color as the tabled card
Green 2 ; Blue 6, Green 2, Green Reverse, Blue 0, Wild Draw 4, Wild Normal, Green 2 ;Green Reverse;it is the same color as the tabled card
Green 2 ; Blue 6, Green 2, Green Reverse, Blue 0, Wild Draw 4, Wild Normal, Green 2 ;Wild Draw 4;Wild cards can be played on any colour
Green 2 ; Blue 6, Green 2, Green Reverse, Blue 0, Wild Draw 4, Wild Normal, Green 2 ;Wild Normal;Wild cards can be played on any colour
Green 2 ; Blue 6, Green 2, Green Reverse, Blue 0, Wild Draw 4, Wild Normal, Green 2 ;Green 2;it is the same color as the tabled card
Red 3 ; Green 7, Yellow 3, Red Reverse, Red 2, Wild Normal, Blue 0, Blue 5 ;Yellow 3;it is the same type as the tabled card
Red 3 ; Green 7, Yellow 3, Red Reverse, Red 2, Wild Normal, Blue 0, Blue 5 ;Red Reverse;it is the same color as the tabled card
Red 3 ; Green 7, Yellow 3, Red Reverse, Red 2, Wild Normal, Blue 0, Blue 5 ;Red 2;it is the same color as the tabled card
Red 3 ; Green 7, Yellow 3, Red Reverse, Red 2, Wild Normal, Blue 0, Blue 5 ;Wild Normal;Wild cards can be played on any colour
Green 2 ; Yellow 6, Blue 5, Yellow 0, Green Reverse, Green 3, Blue 1, Red 3 ;Green Reverse;it is the same color as the tabled card
Green 2 ; Yellow 6, Blue 5, Yellow 0, Green Reverse, Green 3, Blue 1, Red 3 ;Green 3;it is the same color as the tabled card
