Card on the Table:,Cards in Hand:,Possible Move:,Applicable rule:
Yellow 4,"Yellow 6, Red 2, Yellow 4, Green 5, Blue 9, Blue 3, Blue 6",Yellow 4,it is the same color as the tabled card
Red 4,"Wild Draw 4, Green Draw 2, Green 8, Wild Normal, Blue 3, Green 7, Yellow 0",Wild Draw 4,Wild cards can be played on any colour
Red 4,"Wild Draw 4, Green Draw 2, Green 8, Wild Normal, Blue 3, Green 7, Yellow 0",Wild Normal,Wild cards can be played on any colour
Red Draw 2,"Green 2, Yellow 4, Blue 2, Red 6, Wild Draw 4, Blue 7, Green 4",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Red 2,"Yellow 6, Red 1, Blue 4, Blue 7, Green 2, Green Draw 2, Red 5",Red 1,it is the same color as the tabled card
Red 2,"Yellow 6, Red 1, Blue 4, Blue 7, Green 2, Green Draw 2, Red 5",Green 2,Wild cards can be played on any colour
Red 2,"Yellow 6, Red 1, Blue 4, Blue 7, Green 2, Green Draw 2, Red 5",Red 5,it is the same color as the tabled card
Green 2,"Blue 2, Blue 2, Red Draw 2, Wild Normal, Blue 5, Green 9, Wild Normal",Blue 2,Wild cards can be played on any colour
Green 2,"Blue 2, Blue 2, Red Draw 2, Wild Normal, Blue 5, Green 9, Wild Normal",Blue 2,Wild cards can be played on any colour
Green 2,"Blue 2, Blue 2, Red Draw 2, Wild Normal, Blue 5, Green 9, Wild Normal",Wild Normal,Wild cards can be played on any colour
Green 2,"Blue 2, Blue 2, Red Draw 2, Wild Normal, Blue 5, Green 9, Wild Normal",Green 9,it is the same color as the tabled card
Green 2,"Blue 2, Blue 2, Red Draw 2, Wild Normal, Blue 5, Green 9, Wild Normal",Wild Normal,Wild cards can be played on any colour
Wild Normal,"Yellow 0, Yellow 0, Blue Reverse, Green 8, Yellow 1, Yellow Reverse, Blue 3",Yellow 0,Any card can be played on a Wild Normal
Wild Normal,"Yellow 0, Yellow 0, Blue Reverse, Green 8, Yellow 1, Yellow Reverse, Blue 3",Yellow 0,Any card can be played on a Wild Normal
Wild Normal,"Yellow 0, Yellow 0, Blue Reverse, Green 8, Yellow 1, Yellow Reverse, Blue 3",Blue Reverse,Any card can be played on a Wild Normal
Wild Normal,"Yellow 0, Yellow 0, Blue Reverse, Green 8, Yellow 1, Yellow Reverse, Blue 3",Green 8,Any card can be played on a Wild Normal
Wild Normal,"Yellow 0, Yellow 0, Blue Reverse, Green 8, Yellow 1, Yellow Reverse, Blue 3",Yellow 1,Any card can be played on a Wild Normal
Wild Normal,"Yellow 0, Yellow 0, Blue Reverse, Green 8, Yellow 1, Yellow Reverse, Blue 3",Yellow Reverse,Any card can be played on a Wild Normal
Wild Normal,"Yellow 0, Yellow 0, Blue Reverse, Green 8, Yellow 1, Yellow Reverse, Blue 3",Blue 3,Any card can be played on a Wild Normal
Yellow 5,"Yellow Draw 2, Wild Draw 4, Blue 2, Yellow 4, Green 1, Red 7, Red 9",Yellow Draw 2,it is the same color as the tabled card
Yellow 5,"Yellow Draw 2, Wild Draw 4, Blue 2, Yellow 4, Green 1, Red 7, Red 9",Wild Draw 4,Wild cards can be played on any colour
Yellow 5,"Yellow Draw 2, Wild Draw 4, Blue 2, Yellow 4, Green 1, Red 7, Red 9",Yellow 4,it is the same color as the tabled card
Green 6,"Green Reverse, Yellow Reverse, Yellow 3, Wild Normal, Yellow Reverse, Yellow 1, Blue 8",Green Reverse,it is the same color as the tabled card
Green 6,"Green Reverse, Yellow Reverse, Yellow 3, Wild Normal, Yellow Reverse, Yellow 1, Blue 8",Wild Normal,Wild cards can be played on any colour
Blue 8,"Blue 1, Blue 4, Yellow 5, Blue Skip, Yellow Draw 2, Green 7, Green 6",Blue 1,it is the same color as the tabled card
Blue 8,"Blue 1, Blue 4, Yellow 5, Blue Skip, Yellow Draw 2, Green 7, Green 6",Blue 4,it is the same color as the tabled card
Blue 8,"Blue 1, Blue 4, Yellow 5, Blue Skip, Yellow Draw 2, Green 7, Green 6",Blue Skip,it is the same color as the tabled card
Blue 3,"Red 3, Green 4, Green Reverse, Green 6, Yellow 9, Yellow 3, Red 1",Red 3,Wild cards can be played on any colour
Blue 3,"Red 3, Green 4, Green Reverse, Green 6, Yellow 9, Yellow 3, Red 1",Yellow 3,Wild cards can be played on any colour
Red 7,"Green 9, Yellow 2, Red 0, Wild Normal, Yellow 2, Wild Draw 4, Yellow 3",Red 0,it is the same color as the tabled card
Red 7,"Green 9, Yellow 2, Red 0, Wild Normal, Yellow 2, Wild Draw 4, Yellow 3",Wild Normal,Wild cards can be played on any colour
Red 7,"Green 9, Yellow 2, Red 0, Wild Normal, Yellow 2, Wild Draw 4, Yellow 3",Wild Draw 4,Wild cards can be played on any colour
Yellow 9,"Yellow 3, Red Draw 2, Blue 4, Green Draw 2, Red 1, Yellow Reverse, Red Draw 2",Yellow 3,it is the same color as the tabled card
Yellow 9,"Yellow 3, Red Draw 2, Blue 4, Green Draw 2, Red 1, Yellow Reverse, Red Draw 2",Yellow Reverse,it is the same color as the tabled card
Red 3,"Yellow 4, Red 5, Green 2, Wild Draw 4, Yellow 4, Blue 8, Red 6",Red 5,it is the same color as the tabled card
Red 3,"Yellow 4, Red 5, Green 2, Wild Draw 4, Yellow 4, Blue 8, Red 6",Wild Draw 4,Wild cards can be played on any colour
Red 3,"Yellow 4, Red 5, Green 2, Wild Draw 4, Yellow 4, Blue 8, Red 6",Red 6,it is the same color as the tabled card
Green 2,"Red Skip, Green 1, Green 7, Red 8, Blue 2, Green 4, Yellow Skip",Green 1,it is the same color as the tabled card
Green 2,"Red Skip, Green 1, Green 7, Red 8, Blue 2, Green 4, Yellow Skip",Green 7,it is the same color as the tabled card
Green 2,"Red Skip, Green 1, Green 7, Red 8, Blue 2, Green 4, Yellow Skip",Blue 2,Wild cards can be played on any colour
Green 2,"Red Skip, Green 1, Green 7, Red 8, Blue 2, Green 4, Yellow Skip",Green 4,it is the same color as the tabled card
Yellow 6,"Blue 6, Wild Normal, Wild Draw 4, Wild Normal, Green Skip, Yellow 5, Red 3",Blue 6,Wild cards can be played on any colour
Yellow 6,"Blue 6, Wild Normal, Wild Draw 4, Wild Normal, Green Skip, Yellow 5, Red 3",Wild Normal,Wild cards can be played on any colour
Yellow 6,"Blue 6, Wild Normal, Wild Draw 4, Wild Normal, Green Skip, Yellow 5, Red 3",Wild Draw 4,Wild cards can be played on any colour
Yellow 6,"Blue 6, Wild Normal, Wild Draw 4, Wild Normal, Green Skip, Yellow 5, Red 3",Wild Normal,Wild cards can be played on any colour
Yellow 6,"Blue 6, Wild Normal, Wild Draw 4, Wild Normal, Green Skip, Yellow 5, Red 3",Yellow 5,it is the same color as the tabled card
Yellow 3,"Green Skip, Green Draw 2, Yellow Skip, Green 8, Red 4, Green 6, Blue 9",Yellow Skip,it is the same color as the tabled card
Red 2,"Green 3, Yellow 0, Yellow 2, Red 8, Blue Skip, Red Draw 2, Yellow Draw 2",Yellow 2,Wild cards can be played on any colour
Red 2,"Green 3, Yellow 0, Yellow 2, Red 8, Blue Skip, Red Draw 2, Yellow Draw 2",Red 8,it is the same color as the tabled card
Red 2,"Green 3, Yellow 0, Yellow 2, Red 8, Blue Skip, Red Draw 2, Yellow Draw 2",Red Draw 2,it is the same color as the tabled card
Yellow Skip,"Green Reverse, Green 2, Red 8, Red 1, Blue 9, Green 2, Red 0",Pick up 1 card,If there are no allowed moves you must pick up
Green 4,"Green 3, Yellow Draw 2, Wild Normal, Red 7, Green 6, Red 6, Blue Skip",Green 3,it is the same color as the tabled card
Green 4,"Green 3, Yellow Draw 2, Wild Normal, Red 7, Green 6, Red 6, Blue Skip",Wild Normal,Wild cards can be played on any colour
Green 4,"Green 3, Yellow Draw 2, Wild Normal, Red 7, Green 6, Red 6, Blue Skip",Green 6,it is the same color as the tabled card
Green 8,"Yellow 4, Blue 4, Green Draw 2, Blue Draw 2, Yellow 7, Yellow 2, Green 6",Green Draw 2,it is the same color as the tabled card
Green 8,"Yellow 4, Blue 4, Green Draw 2, Blue Draw 2, Yellow 7, Yellow 2, Green 6",Green 6,it is the same color as the tabled card
Blue Reverse,"Blue Skip, Blue 7, Red 8, Red 9, Red Draw 2, Blue 2, Yellow 6",Blue Skip,it is the same color as the tabled card
Blue Reverse,"Blue Skip, Blue 7, Red 8, Red 9, Red Draw 2, Blue 2, Yellow 6",Blue 7,it is the same color as the tabled card
Blue Reverse,"Blue Skip, Blue 7, Red 8, Red 9, Red Draw 2, Blue 2, Yellow 6",Blue 2,it is the same color as the tabled card
Yellow 3,"Red 5, Green Reverse, Blue 0, Blue Skip, Green 5, Blue 2, Green Draw 2",Pick up 1 card,If there are no allowed moves you must pick up
Green 5,"Blue 6, Blue 3, Red 8, Green 6, Red 6, Blue 5, Blue 2",Green 6,it is the same color as the tabled card
Green 5,"Blue 6, Blue 3, Red 8, Green 6, Red 6, Blue 5, Blue 2",Blue 5,Wild cards can be played on any colour
Yellow 7,"Red 3, Blue 9, Green 4, Yellow 2, Green 8, Green 6, Blue 9",Yellow 2,it is the same color as the tabled card
Green 0,"Wild Draw 4, Yellow 3, Wild Draw 4, Yellow Reverse, Blue 6, Wild Normal, Wild Draw 4",Wild Draw 4,Wild cards can be played on any colour
Green 0,"Wild Draw 4, Yellow 3, Wild Draw 4, Yellow Reverse, Blue 6, Wild Normal, Wild Draw 4",Wild Draw 4,Wild cards can be played on any colour
Green 0,"Wild Draw 4, Yellow 3, Wild Draw 4, Yellow Reverse, Blue 6, Wild Normal, Wild Draw 4",Wild Normal,Wild cards can be played on any colour
Green 0,"Wild Draw 4, Yellow 3, Wild Draw 4, Yellow Reverse, Blue 6, Wild Normal, Wild Draw 4",Wild Draw 4,Wild cards can be played on any colour
Blue 7,"Red 9, Yellow Reverse, Green Skip, Green 3, Red 5, Blue Reverse, Green Reverse",Blue Reverse,it is the same color as the tabled card
Red Draw 2,"Wild Normal, Green 3, Yellow 5, Blue 3, Blue 7, Blue 7, Yellow 1",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Blue 2,"Red 6, Red Skip, Green 7, Red 1, Green 2, Green 9, Red 0",Green 2,Wild cards can be played on any colour
Green 2,"Yellow Reverse, Blue 7, Green Reverse, Yellow Skip, Red 1, Yellow 9, Red 3",Green Reverse,it is the same color as the tabled card
Blue 2,"Green Skip, Yellow 9, Wild Draw 4, Yellow Skip, Yellow 3, Red Skip, Blue Reverse",Wild Draw 4,Wild cards can be played on any colour
Blue 2,"Green Skip, Yellow 9, Wild Draw 4, Yellow Skip, Yellow 3, Red Skip, Blue Reverse",Blue Reverse,it is the same color as the tabled card
Yellow 1,"Red 1, Blue 8, Blue 3, Blue 5, Yellow 1, Yellow 1, Yellow 4",Red 1,Wild cards can be played on any colour
Yellow 1,"Red 1, Blue 8, Blue 3, Blue 5, Yellow 1, Yellow 1, Yellow 4",Yellow 1,it is the same color as the tabled card
Yellow 1,"Red 1, Blue 8, Blue 3, Blue 5, Yellow 1, Yellow 1, Yellow 4",Yellow 1,it is the same color as the tabled card
Yellow 1,"Red 1, Blue 8, Blue 3, Blue 5, Yellow 1, Yellow 1, Yellow 4",Yellow 4,it is the same color as the tabled card
Yellow 5,"Wild Draw 4, Red 5, Yellow 5, Red 3, Green 5, Yellow 3, Wild Normal",Wild Draw 4,Wild cards can be played on any colour
Yellow 5,"Wild Draw 4, Red 5, Yellow 5, Red 3, Green 5, Yellow 3, Wild Normal",Red 5,Wild cards can be played on any colour
Yellow 5,"Wild Draw 4, Red 5, Yellow 5, Red 3, Green 5, Yellow 3, Wild Normal",Yellow 5,it is the same color as the tabled card
Yellow 5,"Wild Draw 4, Red 5, Yellow 5, Red 3, Green 5, Yellow 3, Wild Normal",Green 5,Wild cards can be played on any colour
Yellow 5,"Wild Draw 4, Red 5, Yellow 5, Red 3, Green 5, Yellow 3, Wild Normal",Yellow 3,it is the same color as the tabled card
Yellow 5,"Wild Draw 4, Red 5, Yellow 5, Red 3, Green 5, Yellow 3, Wild Normal",Wild Normal,Wild cards can be played on any colour
Blue 0,"Wild Draw 4, Yellow 3, Blue Draw 2, Yellow Reverse, Wild Draw 4, Green 4, Yellow Skip",Wild Draw 4,Wild cards can be played on any colour
Blue 0,"Wild Draw 4, Yellow 3, Blue Draw 2, Yellow Reverse, Wild Draw 4, Green 4, Yellow Skip",Blue Draw 2,it is the same color as the tabled card
Blue 0,"Wild Draw 4, Yellow 3, Blue Draw 2, Yellow Reverse, Wild Draw 4, Green 4, Yellow Skip",Wild Draw 4,Wild cards can be played on any colour
Green 9,"Blue Draw 2, Red 1, Red 6, Blue 5, Yellow 3, Blue Skip, Yellow 6",Pick up 1 card,If there are no allowed moves you must pick up
Yellow Reverse,"Blue 1, Green Reverse, Red 8, Blue Skip, Blue 3, Red Draw 2, Yellow 5",Green Reverse,Wild cards can be played on any colour
Yellow Reverse,"Blue 1, Green Reverse, Red 8, Blue Skip, Blue 3, Red Draw 2, Yellow 5",Yellow 5,it is the same color as the tabled card
Yellow Skip,"Blue 8, Blue Reverse, Blue 5, Blue Draw 2, Red 2, Yellow 8, Red 8",Yellow 8,it is the same color as the tabled card
Red 2,"Red Draw 2, Blue Skip, Yellow 7, Green Skip, Red 1, Yellow 9, Blue 4",Red Draw 2,it is the same color as the tabled card
Red 2,"Red Draw 2, Blue Skip, Yellow 7, Green Skip, Red 1, Yellow 9, Blue 4",Red 1,it is the same color as the tabled card
Blue 9,"Blue 4, Yellow 2, Green 9, Blue Draw 2, Red 9, Green 8, Red Reverse",Blue 4,it is the same color as the tabled card
Blue 9,"Blue 4, Yellow 2, Green 9, Blue Draw 2, Red 9, Green 8, Red Reverse",Green 9,Wild cards can be played on any colour
Blue 9,"Blue 4, Yellow 2, Green 9, Blue Draw 2, Red 9, Green 8, Red Reverse",Blue Draw 2,it is the same color as the tabled card
Blue 9,"Blue 4, Yellow 2, Green 9, Blue Draw 2, Red 9, Green 8, Red Reverse",Red 9,Wild cards can be played on any colour
Green Skip,"Yellow 3, Green 8, Blue 7, Red Skip, Yellow 0, Green Reverse, Yellow 5",Green 8,it is the same color as the tabled card
Green Skip,"Yellow 3, Green 8, Blue 7, Red Skip, Yellow 0, Green Reverse, Yellow 5",Red Skip,Wild cards can be played on any colour
Green Skip,"Yellow 3, Green 8, Blue 7, Red Skip, Yellow 0, Green Reverse, Yellow 5",Green Reverse,it is the same color as the tabled card
Yellow 0,"Blue 1, Yellow 1, Red 8, Yellow 3, Red 5, Wild Normal, Green 8",Yellow 1,it is the same color as the tabled card
Yellow 0,"Blue 1, Yellow 1, Red 8, Yellow 3, Red 5, Wild Normal, Green 8",Yellow 3,it is the same color as the tabled card
Yellow 0,"Blue 1, Yellow 1, Red 8, Yellow 3, Red 5, Wild Normal, Green 8",Wild Normal,Wild cards can be played on any colour
Wild Draw 4,"Green 5, Green 6, Green 6, Yellow 6, Red 5, Blue Skip, Green Draw 2",Pick up 4 cards,You have to pick up 4 cards when a Wild Draw 4 is played
Red 1,"Blue 0, Yellow 9, Red 6, Red 4, Wild Draw 4, Red 8, Red 9",Red 6,it is the same color as the tabled card
Red 1,"Blue 0, Yellow 9, Red 6, Red 4, Wild Draw 4, Red 8, Red 9",Red 4,it is the same color as the tabled card
Red 1,"Blue 0, Yellow 9, Red 6, Red 4, Wild Draw 4, Red 8, Red 9",Wild Draw 4,Wild cards can be played on any colour
Red 1,"Blue 0, Yellow 9, Red 6, Red 4, Wild Draw 4, Red 8, Red 9",Red 8,it is the same color as the tabled card
Red 1,"Blue 0, Yellow 9, Red 6, Red 4, Wild Draw 4, Red 8, Red 9",Red 9,it is the same color as the tabled card
Red 7,"Yellow Draw 2, Blue 1, Blue 3, Yellow 3, Wild Normal, Blue 2, Red 2",Wild Normal,Wild cards can be played on any colour
Red 7,"Yellow Draw 2, Blue 1, Blue 3, Yellow 3, Wild Normal, Blue 2, Red 2",Red 2,it is the same color as the tabled card
Yellow 2,"Red 1, Red 0, Green 4, Blue 9, Green 5, Red 6, Green Skip",Pick up 1 card,If there are no allowed moves you must pick up
Blue Draw 2,"Yellow 4, Yellow 3, Yellow Reverse, Green 8, Red Reverse, Green 9, Yellow 5",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Wild Normal,"Red Draw 2, Blue 2, Yellow 5, Red 9, Red 9, Blue Skip, Green 4",Red Draw 2,Any card can be played on a Wild Normal
Wild Normal,"Red Draw 2, Blue 2, Yellow 5, Red 9, Red 9, Blue Skip, Green 4",Blue 2,Any card can be played on a Wild Normal
Wild Normal,"Red Draw 2, Blue 2, Yellow 5, Red 9, Red 9, Blue Skip, Green 4",Yellow 5,Any card can be played on a Wild Normal
Wild Normal,"Red Draw 2, Blue 2, Yellow 5, Red 9, Red 9, Blue Skip, Green 4",Red 9,Any card can be played on a Wild Normal
Wild Normal,"Red Draw 2, Blue 2, Yellow 5, Red 9, Red 9, Blue Skip, Green 4",Red 9,Any card can be played on a Wild Normal
Wild Normal,"Red Draw 2, Blue 2, Yellow 5, Red 9, Red 9, Blue Skip, Green 4",Blue Skip,Any card can be played on a Wild Normal
Wild Normal,"Red Draw 2, Blue 2, Yellow 5, Red 9, Red 9, Blue Skip, Green 4",Green 4,Any card can be played on a Wild Normal
Green Draw 2,"Red 3, Red Skip, Green Skip, Wild Normal, Yellow 2, Green 2, Blue 5",Pick up 2 cards,You must pick up 2 cards when a Draw 2 is played
Green 8,"Red 6, Green Skip, Green 7, Blue 5, Blue 3, Yellow Skip, Green 5",Green Skip,it is the same color as the tabled card
Green 8,"Red 6, Green Skip, Green 7, Blue 5, Blue 3, Yellow Skip, Green 5",Green 7,it is the same color as the tabled card
Green 8,"Red 6, Green Skip, Green 7, Blue 5, Blue 3, Yellow Skip, Green 5",Green 5,it is the same color as the tabled card
Blue 8,"Blue Draw 2, Blue 5, Blue 9, Blue Reverse, Red 7, Green 3, Red 4",Blue Draw 2,it is the same color as the tabled card
Blue 8,"Blue Draw 2, Blue 5, Blue 9, Blue Reverse, Red 7, Green 3, Red 4",Blue 5,it is the same color as the tabled card
Blue 8,"Blue Draw 2, Blue 5, Blue 9, Blue Reverse, Red 7, Green 3, Red 4",Blue 9,it is the same color as the tabled card
Blue 8,"Blue Draw 2, Blue 5, Blue 9, Blue Reverse, Red 7, Green 3, Red 4",Blue Reverse,it is the same color as the tabled card
Yellow 7,"Blue 9, Yellow 5, Blue Reverse, Yellow 2, Green Draw 2, Green 2, Blue 9",Yellow 5,it is the same color as the tabled card
Yellow 7,"Blue 9, Yellow 5, Blue Reverse, Yellow 2, Green Draw 2, Green 2, Blue 9",Yellow 2,it is the same color as the tabled card
Blue 9,"Red 2, Red 9, Green 6, Red 8, Yellow 0, Red 2, Green 3",Red 9,Wild cards can be played on any colour
Blue Reverse,"Blue 3, Yellow 6, Blue 1, Red Draw 2, Red 8, Red 6, Green 7",Blue 3,it is the same color as the tabled card
Blue Reverse,"Blue 3, Yellow 6, Blue 1, Red Draw 2, Red 8, Red 6, Green 7",Blue 1,it is the same color as the tabled card
Red 5,"Green Skip, Yellow Draw 2, Blue Skip, Red Draw 2, Yellow Skip, Green Reverse, Red 3",Red Draw 2,it is the same color as the tabled card
Red 5,"Green Skip, Yellow Draw 2, Blue Skip, Red Draw 2, Yellow Skip, Green Reverse, Red 3",Red 3,it is the same color as the tabled card
Yellow 9,"Green 3, Yellow 9, Wild Draw 4, Blue 6, Yellow Reverse, Red Reverse, Blue 9",Yellow 9,it is the same color as the tabled card
Yellow 9,"Green 3, Yellow 9, Wild Draw 4, Blue 6, Yellow Reverse, Red Reverse, Blue 9",Wild Draw 4,Wild cards can be played on any colour
Yellow 9,"Green 3, Yellow 9, Wild Draw 4, Blue 6, Yellow Reverse, Red Reverse, Blue 9",Yellow Reverse,it is the same color as the tabled card
Yellow 9,"Green 3, Yellow 9, Wild Draw 4, Blue 6, Yellow Reverse, Red Reverse, Blue 9",Blue 9,Wild cards can be played on any colour
Wild Draw 4,"Blue 9, Yellow Draw 2, Yellow 5, Blue 3, Red 1, Blue Draw 2, Red Reverse",Pick up 4 cards,You have to pick up 4 cards when a Wild Draw 4 is played
Yellow 6,"Green Reverse, Yellow 9, Yellow 5, Blue 2, Yellow 5, Red Draw 2, Green 9",Yellow 9,it is the same color as the tabled card
Yellow 6,"Green Reverse, Yellow 9, Yellow 5, Blue 2, Yellow 5, Red Draw 2, Green 9",Yellow 5,it is the same color as the tabled card
Yellow 6,"Green Reverse, Yellow 9, Yellow 5, Blue 2, Yellow 5, Red Draw 2, Green 9",Yellow 5,it is the same color as the tabled card
Blue 9,"Red 6, Wild Draw 4, Blue 4, Red 8, Green 3, Yellow 4, Green 6",Wild Draw 4,Wild cards can be played on any colour
Blue 9,"Red 6, Wild Draw 4, Blue 4, Red 8, Green 3, Yellow 4, Green 6",Blue 4,it is the same color as the tabled card
Red 8,"Yellow 1, Red Draw 2, Yellow 3, Blue 1, Blue 2, Blue 5, Red 9",Red Draw 2,it is the same color as the tabled card
Red 8,"Yellow 1, Red Draw 2, Yellow 3, Blue 1, Blue 2, Blue 5, Red 9",Red 9,it is the same color as the tabled card
Yellow Reverse,"Blue 0, Yellow 1, Blue Draw 2, Yellow Skip, Blue 4, Green Draw 2, Yellow 9",Yellow 1,it is the same color as the tabled card
Yellow Reverse,"Blue 0, Yellow 1, Blue Draw 2, Yellow Skip, Blue 4, Green Draw 2, Yellow 9",Yellow Skip,it is the same color as the tabled card
Yellow Reverse,"Blue 0, Yellow 1, Blue Draw 2, Yellow Skip, Blue 4, Green Draw 2, Yellow 9",Yellow 9,it is the same color as the tabled card
Blue 0,"Blue 3, Blue 0, Red Reverse, Wild Normal, Red 4, Red 8, Yellow 5",Blue 3,it is the same color as the tabled card
Blue 0,"Blue 3, Blue 0, Red Reverse, Wild Normal, Red 4, Red 8, Yellow 5",Blue 0,it is the same color as the tabled card
Blue 0,"Blue 3, Blue 0, Red Reverse, Wild Normal, Red 4, Red 8, Yellow 5",Wild Normal,Wild cards can be played on any colour
Blue 6,"Red Draw 2, Yellow 1, Blue 6, Green 1, Green 1, Green 2, Wild Draw 4",Blue 6,it is the same color as the tabled card
